epoch,step,train_acc,train_loss,val_acc,val_loss
0,49,0.25,1.4540557861328125,,
0,99,0.5,1.5034540891647339,,
0,149,0.5,1.379929780960083,,
0,199,0.4375,1.734140396118164,,
0,249,0.5,2.414900779724121,,
0,299,0.9375,0.21329088509082794,,
0,349,0.625,0.7725046277046204,,
0,399,0.8125,0.5959965586662292,,
0,449,0.8125,0.38129958510398865,,
0,499,1.0,0.10839786380529404,,
0,549,0.8125,0.6675392389297485,,
0,599,0.9375,0.16270877420902252,,
0,649,0.9375,0.15275311470031738,,
0,699,0.875,0.24680133163928986,,
0,749,0.875,0.33946898579597473,,
0,799,0.9375,0.3176569938659668,,
0,849,0.75,0.5830677151679993,,
0,899,0.9375,0.13186512887477875,,
0,949,0.875,0.31137579679489136,,
0,999,0.875,0.4947618246078491,,
0,1049,0.9375,0.15495802462100983,,
0,1099,0.9375,0.24957187473773956,,
0,1149,0.8125,0.6292144656181335,,
0,1199,0.875,0.7767828702926636,,
0,1249,1.0,0.055472277104854584,,
0,1250,,,0.9470264911651611,0.20090606808662415
1,1299,0.875,0.28487083315849304,,
1,1349,1.0,0.04426167160272598,,
1,1399,0.9375,0.14026224613189697,,
1,1449,0.875,0.28296220302581787,,
1,1499,0.9375,0.8929452896118164,,
1,1549,0.9375,0.04687536507844925,,
1,1599,1.0,0.0030038729310035706,,
1,1649,1.0,0.005012638866901398,,
1,1699,0.9375,0.21881045401096344,,
1,1749,0.9375,0.6364458799362183,,
1,1799,1.0,0.04253005236387253,,
1,1849,1.0,0.00940580666065216,,
1,1899,1.0,0.02748224139213562,,
1,1949,1.0,0.040094658732414246,,
1,1999,0.9375,0.44122177362442017,,
1,2049,1.0,0.006844803690910339,,
1,2099,1.0,0.014247797429561615,,
1,2149,1.0,0.002771243453025818,,
1,2199,0.9375,0.22855421900749207,,
1,2249,1.0,0.002777591347694397,,
1,2299,1.0,0.0006288737058639526,,
1,2349,1.0,0.006419368088245392,,
1,2399,0.875,0.43375760316848755,,
1,2449,0.9375,0.17026424407958984,,
1,2499,0.9375,0.08238853514194489,,
1,2501,,,0.9781109690666199,0.10891386866569519
2,2549,1.0,8.676201105117798e-05,,
2,2599,1.0,0.0009988099336624146,,
2,2649,1.0,0.01771363615989685,,
2,2699,0.9375,0.2731000483036041,,
2,2749,1.0,3.725290298461914e-07,,
2,2799,1.0,0.0150226429104805,,
2,2849,1.0,0.00911133736371994,,
2,2899,0.875,1.0520292520523071,,
2,2949,0.9375,0.1657874882221222,,
2,2999,1.0,0.002722717821598053,,
2,3049,1.0,0.005200274288654327,,
2,3099,1.0,0.0004428178071975708,,
2,3149,0.9375,0.18600982427597046,,
2,3199,1.0,0.0003844425082206726,,
2,3249,1.0,1.761317253112793e-05,,
2,3299,1.0,0.007967978715896606,,
2,3349,0.9375,0.06396849453449249,,
2,3399,0.9375,0.09434092044830322,,
2,3449,0.875,0.16170454025268555,,
2,3499,0.9375,0.0597497820854187,,
2,3549,1.0,4.76837158203125e-07,,
2,3599,1.0,0.00030049681663513184,,
2,3649,1.0,9.685754776000977e-08,,
2,3699,1.0,0.012596413493156433,,
2,3749,1.0,0.005873054265975952,,
2,3752,,,0.9891054630279541,0.054479315876960754
